"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"0","HORTICULTURE","Plantation Crops","Rubber","","
Fertilizer recommendation of rubber","Fertilizer recommendation of rubber
Recommended to apply
18:18:18 fertilizer- 200gm/mature plant
","KERALA","KOLLAM","CHITTUMALA","2018-10-17 08:35:52.070"
"0","HORTICULTURE","Plantation Crops","Rubber","","
Fertilizer recommendation of rubber","Fertilizer recommendation of rubber
Recommended to apply
18:18:18 fertilizer- 200gm/mature plant
","KERALA","KOLLAM","CHITTUMALA","2018-10-17 08:35:52.070"
"0","HORTICULTURE","Fruits","Mango","","Fertilizer recommendation of mango","Fertilizer recommendation of mango
Recommended to apply
urea-50gm
rock phosphate -100gm
muriate of potash -80gm
","KERALA","KOLLAM","KARUNAGAPPALLY","2018-10-17 12:55:35.463"
"0","HORTICULTURE","Fruits","Mango","","Fertilizer recommendation of mango","Fertilizer recommendation of mango
Recommended to apply
urea-50gm
rock phosphate -100gm
muriate of potash -80gm
","KERALA","KOLLAM","KARUNAGAPPALLY","2018-10-17 12:55:35.463"
"0","HORTICULTURE","Vegetables","Brinjal","","white fly attack in brinjal","Recommended to spray Neem oil garlic emulsion

 Mix 6 g bar soap in 1 litre of water. Add 20 ml neem oil to that.Then add 20  g garlic paste also.mix thouroghly and spray ","KERALA","KOLLAM","SASTHAMCOTTAH","2018-10-17 18:37:15.997"
"0","HORTICULTURE","Vegetables","Brinjal","","white fly attack in brinjal","Recommended to spray Neem oil garlic emulsion

 Mix 6 g bar soap in 1 litre of water. Add 20 ml neem oil to that.Then add 20  g garlic paste also.mix thouroghly and spray ","KERALA","KOLLAM","SASTHAMCOTTAH","2018-10-17 18:37:15.997"
"0","HORTICULTURE","Vegetables","Pea (Vegetable)","","INSECT ATTACK IN PEA","Recommended to spray CHLORPYRIFOS 1.5ml/liter of water
","KERALA","KOLLAM","MUKHATHALA","2018-10-18 08:45:42.700"
"0","HORTICULTURE","Vegetables","Pea (Vegetable)","","INSECT ATTACK IN PEA","Recommended to spray CHLORPYRIFOS 1.5ml/liter of water
","KERALA","KOLLAM","MUKHATHALA","2018-10-18 08:45:42.700"
"0","HORTICULTURE","Fruits","Aonla","","FLOWER DROP IN AONLA","RECOMMENDED TO SPRAY PLANOFIX 1 ML/ 2L water","KERALA","KOLLAM","CHITTUMALA","2018-10-23 16:23:13.967"
"0","HORTICULTURE","Plantation Crops","Cashew","","fungal attack in cashew","recommended to spray  mancozeb 2g/L","KERALA","KOLLAM","ITHIKKARA","2018-10-24 12:03:09.090"
"0","HORTICULTURE","Fruits","Papaya","","fungal attack in papaya","RECOMMENDED TO APPLY COPPER OXYCHLORIDE 2gm/LITER OF WATER
","KERALA","KOLLAM","CHITTUMALA","2018-10-24 19:52:53.217"
"0","","","","","GENERAL INFORMATION ABOUT APPLE","Soil and climate
Red lateritic soils with good drainage and high organic matter are more suitable. The soil pH should be around 5.8 to 6.2. Apple can be grown at an elevation of 1200 to 2000 m.","KERALA","KOLLAM","ITHIKKARA","2018-10-25 14:17:53.240"
"0","HORTICULTURE","Vegetables","Tomato","","FLOWER DROP IN TOMATO ","RECOMMENDED TO  SPRAY   PLANOFIX 2 ML / 10L water","KERALA","KOLLAM","MUKHATHALA","2018-10-27 09:33:46.950"
"0","AGRICULTURE","Others","Others",""," kvk kollam","recommended to  Kollam –Sadanandapuram : 0474  2663599 /2459388 ","KERALA","KOLLAM","ITHIKKARA","2018-10-27 12:22:43.703"
"0","HORTICULTURE","Fruits","Sapota","","flower drop in sapota","Recommended to spray borax 1gm/liter of water
","KERALA","KOLLAM","ITHIKKARA","2018-10-27 19:13:31.943"
"0","HORTICULTURE","Vegetables","Ivy Gourd","","no flowering in ivy gourd","recommended to apply potassium containing fertilizer","KERALA","KOLLAM","SASTHAMCOTTAH","2018-10-28 15:54:46.667"
"0","","","","","irrelevant call
-","irrelevant call
-","KERALA","KOLLAM","KOTTARAKKARA","2018-10-30 12:08:22.203"
"0","","","","","irrelevant call","irrelevant call","KERALA","KOLLAM","CHAVARA","2018-10-30 13:11:38.680"
"0","HORTICULTURE","Fruits","Papaya","","falling of flowers and poor germination"," RECOMMENDED TO APPLY BORAX 100g per plant","KERALA","KOLLAM","KARUNAGAPPALLY","2018-10-31 08:23:23.027"
