"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"0","HORTICULTURE","Flowers","Anthurium","","mite attack in anthurium","ecommended to apply  neem garlic emulsion
","KERALA","KASARGOD","KASARGOD","2018-11-01 15:43:24.927"
"0","","","","","  "," ","KERALA","KASARGOD","KASARGOD","2018-11-01 20:00:12.690"
"0","","","","","PSEUDOSTEM WEEVIL ATTACK IN BANANA SUCKERS","RECOMENDES IMIDACHLOPRID  2 ML PER LITRE  OF WATER. ABD DIP THE SUCKERS.","KERALA","KASARGOD","KASARGOD","2018-11-02 11:25:16.533"
"0","AGRICULTURE","","","","WEATHER OF  PERIYA","RECOMMENDED TO Periya, Kerala
Friday
Thunderstorm
","KERALA","KASARGOD","MANJESHWAR","2018-11-02 15:33:06.827"
"0","HORTICULTURE","Vegetables","Ash Gourd (Petha)","","pest attack in cowpea","recommended to apply  neem oil garlic emulsion","KERALA","KASARGOD","KANHANGAD","2018-11-02 19:19:25.157"
"0","","","","","  ","  ","KERALA","KASARGOD","MANJESHWAR","2018-11-02 19:20:11.520"
"0","","","",""," ","  ","KERALA","KASARGOD","MANJESHWAR","2018-11-03 12:25:02.963"
"0","","","","","  ","        ","KERALA","KASARGOD","MANJESHWAR","2018-11-03 13:52:28.500"
"0","AGRICULTURE","Others","Others","","weather report of parappa","weather report of parappa
precipitation 90%
humidity 93 %
wind 2 km/hr","KERALA","KASARGOD","KASARGOD","2018-11-03 18:13:23.883"
"0","HORTICULTURE","Plantation Crops","Coconut","","nut drop in coconut","recommended  to apply borax 50g/palm","KERALA","KASARGOD","KASARGOD","2018-11-03 18:38:53.003"
"0","AGRICULTURE","","","","Central Plantation Crops Research Institute","recommended to  Central Plantation Crops Research Institute Phone: 04994 232 894","KERALA","KASARGOD","KASARGOD","2018-11-04 18:09:52.797"
"0","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","","animal husbandry related query","Recommended to contact animal husbandry toll free 1800 419 8800
","KERALA","KASARGOD","","2018-11-05 19:46:10.383"
"0","","","","","BLANK CALL","","KERALA","KASARGOD","MANJESHWAR","2018-11-05 20:37:52.317"
"0","HORTICULTURE","Vegetables","Ash Gourd (Petha)","","         ","        ","KERALA","KASARGOD","KASARGOD","2018-11-06 07:12:49.210"
"0","HORTICULTURE","Vegetables","Ash Gourd (Petha)","","     ","            ","KERALA","KASARGOD","KASARGOD","2018-11-06 07:13:00.990"
"0","HORTICULTURE","Vegetables","Bhindi(Okra/Ladysfinger)","","              ","             ","KERALA","KASARGOD","KASARGOD","2018-11-06 08:47:26.420"
"0","HORTICULTURE","Vegetables","Bhindi(Okra/Ladysfinger)","","APHID ATTACK IN VEGETABLE","APPLY MALATHION 4GMS/LTR OF WATER","KERALA","KASARGOD","KASARGOD","2018-11-06 08:50:58.517"
"0","HORTICULTURE","Vegetables","Cowpea (Vegetable)","","fungal attack in pea","recommended to apply bavistin 2g/L","KERALA","KASARGOD","KASARGOD","2018-11-06 18:10:51.180"
"0","HORTICULTURE","Vegetables","Brinjal","","PEST CONTROL IN BRINJAL","RECOMMENDED TO APPLY CYPERMETHRINM3ML/LTR OF WATER","KERALA","KASARGOD","KANHANGAD","2018-11-07 13:21:48.620"
"0","AGRICULTURE","","","","WEATHER OF PARAPPA","RECOMMENDED TO Parappa, Kerala
Sunday
Partly Cloudy
","KERALA","KASARGOD","","2018-11-07 16:50:04.150"
"0","HORTICULTURE","Plantation Crops","Coconut","","immature nut falling in coconut.
Fertilizer recommendation in coconut above 5 years","Recommended to apply Borax @200 g per palm .
Farmyard manure 50kg, 560g urea, 320g factomphos, 1200g potash . @ 2 splits for one year","KERALA","KASARGOD","KASARGOD","2018-11-08 14:39:14.570"
"0","HORTICULTURE","Vegetables","Bhindi(Okra/Ladysfinger)","","PEST CONTROL IN BHINDI","APPLY QUINALPHOS 2GMS/LTR OF WATER","KERALA","KASARGOD","KASARGOD","2018-11-08 16:11:11.283"
"0","HORTICULTURE","Vegetables","Bhindi(Okra/Ladysfinger)","","            ORGANIC MANURE","APPLY 5KG ORGANIC MANURE/PLANT","KERALA","KASARGOD","NILESHWAR","2018-11-09 21:09:29.897"
"0","HORTICULTURE","Flowers","Cymbidium","","PEST ATTACK","APPLY DIMETHOATE/LTR OF WATER","KERALA","KASARGOD","NILESHWAR","2018-11-09 21:10:10.597"
"0","HORTICULTURE","Vegetables","Drum Stick","","drumstick fruit shedding","apply 30gms boron/plant","KERALA","KASARGOD","KANHANGAD","2018-11-10 12:45:14.703"
"0","HORTICULTURE","Vegetables","Chillies","","pest attack","apply neem oil garlic emulsion","KERALA","KASARGOD","KASARGOD","2018-11-11 12:19:40.300"
"0","","","","","incomplete call","","KERALA","KASARGOD","KASARGOD","2018-11-12 16:28:51.570"
"0","HORTICULTURE","Plantation Crops","Arecanut","","spacing of arecanut","Spacing of arecanut is 2.7 m x2.7 m","KERALA","KASARGOD","KASARGOD","2018-11-12 19:18:58.690"
"0","","","","","irrelevant call","","KERALA","KASARGOD","","2018-11-12 21:03:35.707"
"0","HORTICULTURE","Fruits","Citrus","","RED RUST AND CANKER IN CITRUS ","RECOMMENDED TO DRENCH MICROMIX 10 G /LITRE
SPRAY COPPER OXYCHLORIDE 3 g /LITE WATER AFTER REMOVING THE SEVERELY AFFECTED LEAVES","KERALA","KASARGOD","NILESHWAR","2018-11-13 08:05:11.627"
"0","","","","","irrelevant call","irrelevant call","KERALA","KASARGOD","MANJESHWAR","2018-11-13 11:47:51.697"
"0","HORTICULTURE","Vegetables","Amaranthus/Grain Amaranthus","","rust of  amaranthus ","recommended to spray pseudomonas fluorescens 20 g / litre
spray turmeric palkayam  baking soda mixture
palkayam 10 g 
baking soda 2 g
turmeric 8 g in water 2.5 litre","KERALA","KASARGOD","NILESHWAR","2018-11-13 13:18:34.900"
"0","HORTICULTURE","Plantation Crops","Arecanut","","arecanut micxronutrient deficiency","recommended to drench 25 gram micromix per palm","KERALA","KASARGOD","NILESHWAR","2018-11-13 13:20:56.530"
"0","","","","","irrelevant call ","irrelevant call ","KERALA","KASARGOD","NILESHWAR","2018-11-13 13:47:03.527"
"0","","","","","irrelevant call ","irrelevant call ","KERALA","KASARGOD","KASARGOD","2018-11-14 09:43:12.263"
"0","HORTICULTURE","Vegetables","Tomato","","LEAFCURL IN TOMATO","RECOMMENDED TO SPRAY  PSEUDOMONAS 20 G/LITRE OF WATER
RECOMMENDED TO SPRAY NEEMOILGARLIC EMULSION ","KERALA","KASARGOD","KASARGOD","2018-11-14 16:19:10.953"
"0","AGRICULTURE","Others","Others","","NILESHWARAM WEATHER REPORT","NO CHANCE OF RAIN","KERALA","KASARGOD","NILESHWAR","2018-11-14 17:25:29.250"
