"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"0","HORTICULTURE","Plantation Crops","Coconut","","preparation of land for coconut and spacing","recommended to apply 5kg cowdung+2kg ash+2kg neem cake+1kg bonemeal","KERALA","TRIVANDRUM","KAZHAKUTTAM                                       ","2018-11-01 09:07:42.697"
"0","","","","","t","t","KERALA","TRIVANDRUM","NEMOM                                             ","2018-11-01 12:11:55.920"
"0","","","","","t","t","KERALA","TRIVANDRUM","NEMOM                                             ","2018-11-01 12:15:25.583"
"0","","","","","t","t","KERALA","TRIVANDRUM","NEMOM                                             ","2018-11-01 12:18:31.850"
"0","","","","","t","t","KERALA","TRIVANDRUM","NEMOM                                             ","2018-11-01 12:19:45.747"
"0","","","","","t","t","KERALA","TRIVANDRUM","NEMOM                                             ","2018-11-01 13:52:04.250"
"0","HORTICULTURE","Plantation Crops","Coconut","","coconut bud rot","recommended to apply dimethoate 2gms/ltr of water and carbendazim 2gms/ltr of water
","KERALA","TRIVANDRUM","VARKALA                                           ","2018-11-01 18:30:01.340"
"0","HORTICULTURE","Vegetables","Curry Leaf","","fungal attack in curry leaf","Recommended to apply carbendazim 2gm/liter of water","KERALA","TRIVANDRUM","ATHIYANNOOR                                       ","2018-11-03 16:54:10.933"
"0","HORTICULTURE","Fruits","Banana","","banana nutrient management","recommended to apply 
urea-65g
potash- 100g","KERALA","TRIVANDRUM","VARKALA                                           ","2018-11-03 20:49:07.553"
"0","HORTICULTURE","Plantation Crops","Coconut","","COCONUT SEED AVAILABLE CENTER IN TRIVANDRUM","Recommended to contact kvk Trivandrum -Mithranikethan : 0472 2882086 or Coconut Nursery, Valiyathura 04712508222, Coconut Nursery, Kazhakuttam	0471-2415656","KERALA","TRIVANDRUM","VAMANAPURAM                                       ","2018-11-04 10:52:33.623"
"0","","","","","INCOMPLETE CALL","INCOMPLETE CALL","KERALA","TRIVANDRUM","","2018-11-05 10:20:00.780"
"0","","","","","    ","   ","KERALA","TRIVANDRUM","PARASSALA                                         ","2018-11-05 10:20:55.020"
