"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"0","HORTICULTURE","Condiments and Spices","Ginger","","micronutrient deficiency 
","recommended to spray microrich 2g/L
","KERALA","KANNUR","THALASSERY","2018-11-01 11:02:15.647"
"0","HORTICULTURE","Condiments and Spices","Ginger","","ph is  4.9 and lime application","lime should be applied before ginger planting there should be a gap of one week  between lime application and ginger planting","KERALA","KANNUR","KANNUR","2018-11-01 12:15:14.727"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","fertilizer for basal dose in rice","recommended to apply 55kg factomphos and 10kg potash/hactre
","KERALA","KANNUR","KANNUR","2018-11-01 15:41:09.190"
"0","HORTICULTURE","Plantation Crops","Palmyra","","more information about rubber ","recommended to contact near by agriculture office","KERALA","KANNUR","IRITTY","2018-11-01 15:45:43.520"
"0","","","","","  ","   ","KERALA","KANNUR","IRITTY","2018-11-01 16:58:32.643"
"0","HORTICULTURE","Vegetables","Brinjal","","AVAILABILITY OF VAM","KVK PANNIYOOR  0460-2226087","KERALA","KANNUR","TALIPARAMBA","2018-11-02 09:45:43.877"
"0","AGRICULTURE","Others","Others","","enquiry about VAM","kvk -0460226087","KERALA","KANNUR","TALIPARAMBA","2018-11-02 09:46:16.090"
"0","AGRICULTURE","Others","Others","","Cherupuzha, Kerala
Friday
Scattered Thunderstorms
","Cherupuzha, Kerala
Friday
Scattered Thunderstorms
","KERALA","KANNUR","PAYYANNUR","2018-11-02 15:37:20.203"
"0","HORTICULTURE","Plantation Crops","Coconut","","BUD ROT OF COCONUT","recommended to apply mANCOZEB 5G PER 300ML IN A PLASTIC BAG AND PUT IT INA PLASTIC BAG AFTER MAKING HOLES IN IT
","KERALA","KANNUR","TALIPARAMBA","2018-11-03 08:48:40.870"
"0","AGRICULTURE","Others","Others","","weather report of shabarimala area","03 nov-2018 Sabarimala, Kerala
Saturday
Thunderstorm
04-nov-2018 Sabarimala, Kerala
Sunday
Partly Cloudy","KERALA","KANNUR","PAYYANNUR","2018-11-03 13:06:24.327"
"0","AGRICULTURE","Oilseeds","Indian rapeseed and mustard (yellow sarson)","","    TRACTOR SUBSIDY","   RECOMMENDED TO  CONTACT NEAR BY AGRI OFFICE","KERALA","KANNUR","KUTHUPARAMBA","2018-11-03 13:55:16.437"
"0","HORTICULTURE","Fruits","Banana","","FERTILIZER RECOMMENDATION FOR BANANA","APPLY 90GMS UREA,275 GMS RAJFOS,100GMS POTASH, AFTER THAT UPTO 5 TH MONTH GIVE 65GMS UREA, 100GMS POTASH","KERALA","KANNUR","IRITTY","2018-11-03 15:10:12.970"
"0","HORTICULTURE","Vegetables","Bhindi(Okra/Ladysfinger)","","FUNGAL ATTACK","RECOMMENDED TO APPLY BORDEAUX MIXTURE","KERALA","KANNUR","IRITTY","2018-11-03 18:12:23.433"
