"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"0","","","","","","","UTTAR PRADESH","BASTI","VIKRAM JOT                                        ","2018-10-01 08:07:03.070"
"0","","","","","","","UTTAR PRADESH","BASTI","VIKRAM JOT                                        ","2018-10-01 08:07:03.070"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","Gundhi bug attack in paddy crop?","Kisan bhai ap dhaan me gundhi bug ke liye Mailathiyan 5% DP @ 10 kilogram/acre ki dar se dusting kare","UTTAR PRADESH","BASTI","SAU GHAT                                          ","2018-10-01 09:51:59.880"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","Gundhi bug attack in paddy crop?","Kisan bhai ap dhaan me gundhi bug ke liye Mailathiyan 5% DP @ 10 kilogram/acre ki dar se dusting kare","UTTAR PRADESH","BASTI","SAU GHAT                                          ","2018-10-01 09:51:59.880"
"0","AGRICULTURE","Others","Others","","Anudan sambandhi jaankari?","Farmers also contact their block for more information.
","UTTAR PRADESH","BASTI","BASTI                                             ","2018-10-01 11:40:16.683"
"0","AGRICULTURE","Others","Others","","Anudan sambandhi jaankari?","Farmers also contact their block for more information.
","UTTAR PRADESH","BASTI","BASTI                                             ","2018-10-01 11:40:16.683"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","insect control in paddy ..?","Dear farmer use to Phosphamidan 40% SL 2ml /liter water splash in the field
","UTTAR PRADESH","BASTI","PARAS RAMPUR                                      ","2018-10-01 15:52:38.280"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","insect control in paddy ..?","Dear farmer use to Phosphamidan 40% SL 2ml /liter water splash in the field
","UTTAR PRADESH","BASTI","PARAS RAMPUR                                      ","2018-10-01 15:52:38.280"
"0","HORTICULTURE","Fruits","Mango","","plant protection in mango ?","carbendazim 12% + mancozeb 63% wp  2 gm / liter pani ke sath prayog karen ","UTTAR PRADESH","BASTI","GAUR                                              ","2018-10-01 16:25:54.167"
"0","HORTICULTURE","Fruits","Mango","","plant protection in mango ?","carbendazim 12% + mancozeb 63% wp  2 gm / liter pani ke sath prayog karen ","UTTAR PRADESH","BASTI","GAUR                                              ","2018-10-01 16:25:54.167"
"0","HORTICULTURE","Fruits","Almond","","badam ka phul gir jata hai ?","Planofix 1 ml dava prati 4 litar pani ki dar se gholkar sprey kare.","UTTAR PRADESH","BASTI","BAHADURPUR                                        ","2018-10-01 21:30:17.510"
"0","HORTICULTURE","Fruits","Almond","","badam ka phul gir jata hai ?","Planofix 1 ml dava prati 4 litar pani ki dar se gholkar sprey kare.","UTTAR PRADESH","BASTI","BAHADURPUR                                        ","2018-10-01 21:30:17.510"
"0","HORTICULTURE","Fruits","Mango","","Insect control in mango ","kisan bhai aap Carbofuran 3% GR aam ke thale me daale 
","UTTAR PRADESH","BASTI","RUDAULI                                           ","2018-10-02 11:01:23.023"
"0","HORTICULTURE","Fruits","Mango","","Insect control in mango ","kisan bhai aap Carbofuran 3% GR aam ke thale me daale 
","UTTAR PRADESH","BASTI","RUDAULI                                           ","2018-10-02 11:01:23.023"
"0","HORTICULTURE","Vegetables","Beans ","","insect control in beans ..?","Dimethoate 30 EC 2 ml / liter pani ka ghol banaker spray kare
","UTTAR PRADESH","BASTI","VIKRAM JOT                                        ","2018-10-02 14:04:43.973"
"0","HORTICULTURE","Vegetables","Beans ","","insect control in beans ..?","Dimethoate 30 EC 2 ml / liter pani ka ghol banaker spray kare
","UTTAR PRADESH","BASTI","VIKRAM JOT                                        ","2018-10-02 14:04:43.973"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","Dhaan ki fasal me kalapan hai ?

","Dhaan ki fasal me hexaconazol 5ec 350ml matra 150 liter pani ke sath prati acre chhidkaw kare
","UTTAR PRADESH","BASTI","RUDAULI                                           ","2018-10-02 14:37:41.157"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","Dhaan ki fasal me kalapan hai ?

","Dhaan ki fasal me hexaconazol 5ec 350ml matra 150 liter pani ke sath prati acre chhidkaw kare
","UTTAR PRADESH","BASTI","RUDAULI                                           ","2018-10-02 14:37:41.157"
"0","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","","information about animal ?","aap es 18001805141 pe sampark kare","UTTAR PRADESH","BASTI","SALTAUA GOPAL PUR                                 ","2018-10-02 18:39:16.077"
"0","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","","information about animal ?","aap es 18001805141 pe sampark kare","UTTAR PRADESH","BASTI","SALTAUA GOPAL PUR                                 ","2018-10-02 18:39:16.077"
"0","","","","","","","UTTAR PRADESH","BASTI","","2018-10-02 20:40:50.260"
"0","","","","","","","UTTAR PRADESH","BASTI","HARRAIYA                                          ","2018-10-03 07:02:28.550"
"0","","","","","","","UTTAR PRADESH","BASTI","HARRAIYA                                          ","2018-10-03 07:02:28.550"
"0","","","","","","","UTTAR PRADESH","BASTI","","2018-10-03 14:24:07.920"
"0","","","","","","","UTTAR PRADESH","BASTI","BANKATI                                           ","2018-10-03 16:14:18.383"
"0","","","","","","","UTTAR PRADESH","BASTI","BANKATI                                           ","2018-10-03 16:14:18.383"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","False smut control in paddy crop....?","kisan bhai aap dhan me Propiconazole 25% EC 1 ml/liter pani me ghol banakar spray kare","UTTAR PRADESH","BASTI","VIKRAM JOT                                        ","2018-10-03 16:19:40.307"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","False smut control in paddy crop....?","kisan bhai aap dhan me Propiconazole 25% EC 1 ml/liter pani me ghol banakar spray kare","UTTAR PRADESH","BASTI","VIKRAM JOT                                        ","2018-10-03 16:19:40.307"
"0","HORTICULTURE","Fruits","Aonla","","FRUIT  CRACKING IN AONLA","SPRAY BOREX @ 2 GM./LIT.OF WATER","UTTAR PRADESH","BASTI","HARRAIYA                                          ","2018-10-03 17:01:08.377"
"0","HORTICULTURE","Fruits","Aonla","","FRUIT  CRACKING IN AONLA","SPRAY BOREX @ 2 GM./LIT.OF WATER","UTTAR PRADESH","BASTI","HARRAIYA                                          ","2018-10-03 17:01:08.377"
"0","","","","","","","UTTAR PRADESH","BASTI","SALTAUA GOPAL PUR                                 ","2018-10-03 17:36:53.823"
"0","","","","","","","UTTAR PRADESH","BASTI","SALTAUA GOPAL PUR                                 ","2018-10-03 17:36:53.823"
"0","","","","","","","UTTAR PRADESH","BASTI","KUDARAHA                                          ","2018-10-03 20:24:47.630"
"0","","","","","","","UTTAR PRADESH","BASTI","KUDARAHA                                          ","2018-10-03 20:24:47.630"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","nutrient management in paddy....?","kisan bhai aap 05 gram zink sulphet +2.5 gram bujha choona /litre pani me gholkar sprey kare.","UTTAR PRADESH","BASTI","KAPTANGANJ                                        ","2018-10-04 15:00:20.093"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","nutrient management in paddy....?","kisan bhai aap 05 gram zink sulphet +2.5 gram bujha choona /litre pani me gholkar sprey kare.","UTTAR PRADESH","BASTI","KAPTANGANJ                                        ","2018-10-04 15:00:20.093"
"0","HORTICULTURE","Vegetables","Brinjal","","problem Little leaf of brinjal crop.?","kisan bhai aap Imidacloprid 17.8% SL 1 ml / liter pani me spray kare.","UTTAR PRADESH","BASTI","HARRAIYA                                          ","2018-10-04 15:53:32.210"
"0","HORTICULTURE","Vegetables","Brinjal","","problem Little leaf of brinjal crop.?","kisan bhai aap Imidacloprid 17.8% SL 1 ml / liter pani me spray kare.","UTTAR PRADESH","BASTI","HARRAIYA                                          ","2018-10-04 15:53:32.210"
"0","AGRICULTURE","Others","Others","","soil testing information?","kisan bhai ap apne block par sampark karen ","UTTAR PRADESH","BASTI","BAHADURPUR                                        ","2018-10-04 17:20:15.003"
"0","AGRICULTURE","Others","Others","","soil testing information?","kisan bhai ap apne block par sampark karen ","UTTAR PRADESH","BASTI","BAHADURPUR                                        ","2018-10-04 17:20:15.003"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","plant protection in paddy ?","carbendazim 12% + mancozeb 63% wp  2 gm / liter pani ki dar se gholkar spray karen  ","UTTAR PRADESH","BASTI","HARRAIYA                                          ","2018-10-04 18:46:45.440"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","plant protection in paddy ?","carbendazim 12% + mancozeb 63% wp  2 gm / liter pani ki dar se gholkar spray karen  ","UTTAR PRADESH","BASTI","HARRAIYA                                          ","2018-10-04 18:46:45.440"
"0","","","","","","","UTTAR PRADESH","BASTI","RUDAULI                                           ","2018-10-05 12:47:32.800"
"0","","","","","","","UTTAR PRADESH","BASTI","RUDAULI                                           ","2018-10-05 12:47:32.800"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","Control of gandhi bug in paddy crop....?","Malathion 5% DP paudar,8-10kg/acre rakh me milakar burkaw kijiye
","UTTAR PRADESH","BASTI","SAU GHAT                                          ","2018-10-06 07:11:41.833"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","Control of gandhi bug in paddy crop....?","Malathion 5% DP paudar,8-10kg/acre rakh me milakar burkaw kijiye
","UTTAR PRADESH","BASTI","SAU GHAT                                          ","2018-10-06 07:11:41.833"
