"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"0","","","","","","","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","","2018-10-01 11:14:43.820"
"0","","","","","","","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","","2018-10-01 11:16:58.553"
"0","","","","","","","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","Un","2018-10-01 11:34:59.207"
"0","","","","","","","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","Un","2018-10-01 11:34:59.207"
"0","","","","","","","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","","2018-10-01 12:15:50.400"
"0","AGRICULTURE","Sugar and Starch Crops","Sugarcane (Noble Cane)","","growth pramoter of sugarcane ?","40-50kg urea+priponeb-70WP 500 gram/acre+amino acid 8-10kg/acre bubai kare","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","Thanabhawan","2018-10-01 14:15:25.650"
"0","AGRICULTURE","Sugar and Starch Crops","Sugarcane (Noble Cane)","","growth pramoter of sugarcane ?","40-50kg urea+priponeb-70WP 500 gram/acre+amino acid 8-10kg/acre bubai kare","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","Thanabhawan","2018-10-01 14:15:25.650"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","information about insect control in paddy....?","Dear former use to  Cartap Hydrochloride 50% SP 2 g/liter water splash in the field
","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","Kandhla","2018-10-02 11:26:00.490"
"0","AGRICULTURE","Cereals","Paddy (Dhan)","","information about insect control in paddy....?","Dear former use to  Cartap Hydrochloride 50% SP 2 g/liter water splash in the field
","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","Kandhla","2018-10-02 11:26:00.490"
"0","AGRICULTURE","Others","Others","","Weather information of Shamli....?","Kisan bhai aapke yaha 03 october se 08 october tak barish ki sambhavana nahi hai 


","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","Thanabhawan","2018-10-03 11:39:45.650"
"0","AGRICULTURE","Others","Others","","Weather information of Shamli....?","Kisan bhai aapke yaha 03 october se 08 october tak barish ki sambhavana nahi hai 


","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","Thanabhawan","2018-10-03 11:39:45.650"
"0","","","","","","","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","","2018-10-04 12:14:28.430"
"0","","","","","","","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","","2018-10-04 12:14:42.283"
"0","AGRICULTURE","Pulses","Black Gram (urd bean)","","information urd ? ","kisan bhai urd me uchit nami na hone pr sichai kare ","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","Shamli","2018-10-05 08:39:21.837"
"0","AGRICULTURE","Pulses","Black Gram (urd bean)","","information urd ? ","kisan bhai urd me uchit nami na hone pr sichai kare ","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","Shamli","2018-10-05 08:39:21.837"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather information of Shamli district ...?","Kisan Bhai This week you are likely to have a clear weather","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","Thanabhawan","2018-10-05 12:30:37.767"
"KHARIF","AGRICULTURE","Others","Others","Weather","Weather information of Shamli district ...?","Kisan Bhai This week you are likely to have a clear weather","UTTAR PRADESH","SHAMLI (PRABUDH NAGER)","Thanabhawan","2018-10-05 12:30:37.767"
