"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"0","","","","","","","UTTAR PRADESH","SANT RAVIDAS NAGAR","","2018-10-03 11:43:39.950"
"0","","","","","","","UTTAR PRADESH","SANT RAVIDAS NAGAR","","2018-10-04 11:13:02.923"
"KHARIF","AGRICULTURE","Others","Others","Cultural Practices","Information of farmer panjikaran number ...?","Your Kisan Registration Number - 1. 8392058608100 Ramapati Dubey S/O Narayan Dubey
2. 8392375727800 Rama Pati Dubey S/O Shri Narayan Dubey","UTTAR PRADESH","SANT RAVIDAS NAGAR","ABHAULI                                           ","2018-10-05 10:33:35.240"
"KHARIF","AGRICULTURE","Others","Others","Cultural Practices","Information of farmer panjikaran number ...?","Your Kisan Registration Number - 1. 8392058608100 Ramapati Dubey S/O Narayan Dubey
2. 8392375727800 Rama Pati Dubey S/O Shri Narayan Dubey","UTTAR PRADESH","SANT RAVIDAS NAGAR","ABHAULI                                           ","2018-10-05 10:33:35.240"
"0","","","","","","","UTTAR PRADESH","SANT RAVIDAS NAGAR","","2018-10-06 07:03:30.853"
"0","","","","","","","UTTAR PRADESH","SANT RAVIDAS NAGAR","","2018-10-06 11:17:19.673"
"0","","","","","","","UTTAR PRADESH","SANT RAVIDAS NAGAR","","2018-10-06 13:26:18.307"
"0","AGRICULTURE","Others","Others","","Weather information is asking?
","No possibility of rain in next 5 days.
","UTTAR PRADESH","SANT RAVIDAS NAGAR","BHADOHI                                           ","2018-10-06 21:07:56.563"
"0","AGRICULTURE","Others","Others","","Weather information is asking?
","No possibility of rain in next 5 days.
","UTTAR PRADESH","SANT RAVIDAS NAGAR","BHADOHI                                           ","2018-10-06 21:07:56.563"
"0","","","","","","","UTTAR PRADESH","SANT RAVIDAS NAGAR","","2018-10-07 09:46:25.183"
"0","HORTICULTURE","Fruits","Ber","","plant protection in the ber......?"," Kisan Bhai, you can spray the copper oxychloride 50% WP 2.5 g / liter water.
","UTTAR PRADESH","SANT RAVIDAS NAGAR","DEEGH                                             ","2018-10-07 11:32:41.553"
"0","HORTICULTURE","Fruits","Ber","","plant protection in the ber......?"," Kisan Bhai, you can spray the copper oxychloride 50% WP 2.5 g / liter water.
","UTTAR PRADESH","SANT RAVIDAS NAGAR","DEEGH                                             ","2018-10-07 11:32:41.553"
